study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB45207	SAMEA8898624	ERX5643220	ERR6002464	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6002464/ERR6002464.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002464/Pac_F_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5643221	ERR6002465	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6002465/ERR6002465.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002465/Pac_F_3.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5643222	ERR6002466	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6002466/ERR6002466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002466/MIN_F.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643223	ERR6002467	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6002467/ERR6002467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002467/Ion_G1_1.IonCode_0188.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643224	ERR6002468	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6002468/ERR6002468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002468/Ion_G1_2.IonCode_0189.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643225	ERR6002469	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6002469/ERR6002469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002469/Ion_G1_3.IonCode_0190.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643226	ERR6002470	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6002470/ERR6002470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002470/Ion_G2_1.IonCode_0219.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643227	ERR6002471	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6002471/ERR6002471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002471/Ion_G2_2.IonCode_0220.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643228	ERR6002472	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6002472/ERR6002472.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002472/Ion_G2_3.IonCode_0221.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643229	ERR6002473	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6002473/ERR6002473.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002473/Ion_G3_1.IonCode_0251.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643230	ERR6002474	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6002474/ERR6002474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002474/Ion_G3_2.IonCode_0252.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643231	ERR6002475	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6002475/ERR6002475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002475/Ion_G3_3.IonCode_0253.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643232	ERR6002476	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6002476/ERR6002476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002476/Ion_G4_1.IonCode_0283.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643233	ERR6002477	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6002477/ERR6002477.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002477/Ion_G4_2.IonCode_0284.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643234	ERR6002478	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6002478/ERR6002478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002478/Ion_G4_3.IonCode_0285.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643235	ERR6002479	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6002479/ERR6002479.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002479/Pac_G_1.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643236	ERR6002480	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6002480/ERR6002480.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002480/Pac_G_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643237	ERR6002481	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6002481/ERR6002481.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002481/Pac_G_3.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5643238	ERR6002482	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6002482/ERR6002482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002482/MIN_G.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643239	ERR6002483	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6002483/ERR6002483.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002483/Ion_H1_1.IonCode_0191.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643240	ERR6002484	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6002484/ERR6002484.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002484/Ion_H1_2.IonCode_0192.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643241	ERR6002485	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6002485/ERR6002485.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002485/Ion_H1_3.IonCode_0193.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643242	ERR6002486	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6002486/ERR6002486.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002486/Ion_H2_1.IonCode_0222.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643243	ERR6002487	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6002487/ERR6002487.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002487/Ion_H2_2.IonCode_0223.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643244	ERR6002488	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6002488/ERR6002488.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002488/Ion_H2_3.IonCode_0224.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643245	ERR6002489	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6002489/ERR6002489.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002489/Ion_H3_1.IonCode_0254.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643246	ERR6002490	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6002490/ERR6002490.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002490/Ion_H3_2.IonCode_0255.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643247	ERR6002491	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6002491/ERR6002491.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002491/Ion_H3_3.IonCode_0256.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643248	ERR6002492	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6002492/ERR6002492.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002492/Ion_H4_1.IonCode_0286.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643249	ERR6002493	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6002493/ERR6002493.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002493/Ion_H4_2.IonCode_0287.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643250	ERR6002494	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6002494/ERR6002494.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002494/Ion_H4_3.IonCode_0288.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643251	ERR6002495	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6002495/ERR6002495.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002495/Pac_H_1.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643252	ERR6002496	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6002496/ERR6002496.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002496/Pac_H_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643253	ERR6002497	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6002497/ERR6002497.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002497/Pac_H_3.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5643254	ERR6002498	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6002498/ERR6002498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002498/MIN_H.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5643255	ERR6002499	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6002499/ERR6002499.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6002499/Ion_B1_1.IonCode_0173.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644577	ERR6004017	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004017/ERR6004017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004017/ERR6004017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004017/MiS_A1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004017/MiS_A1_1_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644578	ERR6004018	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004018/ERR6004018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004018/ERR6004018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004018/MiS_A1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004018/MiS_A1_2_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644579	ERR6004019	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004019/ERR6004019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004019/ERR6004019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004019/MiS_A1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004019/MiS_A1_3_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644580	ERR6004020	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004020/ERR6004020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004020/ERR6004020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004020/MiS_A2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004020/MiS_A2_1_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644581	ERR6004021	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004021/ERR6004021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004021/ERR6004021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004021/MiS_A2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004021/MiS_A2_2_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644582	ERR6004022	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004022/ERR6004022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004022/ERR6004022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004022/MiS_A2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004022/MiS_A2_3_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644583	ERR6004023	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004023/ERR6004023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004023/ERR6004023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004023/MiS_A3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004023/MiS_A3_1_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644584	ERR6004024	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004024/ERR6004024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004024/ERR6004024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004024/MiS_A3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004024/MiS_A3_2_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644585	ERR6004025	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004025/ERR6004025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004025/ERR6004025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004025/MiS_A3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004025/MiS_A3_3_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644586	ERR6004026	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004026/ERR6004026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004026/ERR6004026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004026/MiS_A4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004026/MiS_A4_1_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644587	ERR6004027	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004027/ERR6004027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004027/ERR6004027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004027/MiS_A4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004027/MiS_A4_2_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644588	ERR6004028	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004028/ERR6004028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004028/ERR6004028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004028/MiS_A4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004028/MiS_A4_3_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644589	ERR6004029	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004029/ERR6004029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004029/ERR6004029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004029/MGI_A.R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004029/MGI_A.R2_1.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644590	ERR6004030	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004030/ERR6004030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004030/ERR6004030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004030/MGI_A_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004030/MGI_A_R2_2.fastq.gz	
PRJEB45207	SAMEA8898619	ERX5644591	ERR6004031	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004031/ERR6004031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004031/ERR6004031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004031/MGI_A_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004031/MGI_A_R2_3.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644592	ERR6004032	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004032/ERR6004032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004032/ERR6004032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004032/MiS_B1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004032/MiS_B1_1_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644593	ERR6004033	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004033/ERR6004033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004033/ERR6004033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004033/MiS_B1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004033/MiS_B1_2_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644594	ERR6004034	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004034/ERR6004034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004034/ERR6004034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004034/MiS_B1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004034/MiS_B1_3_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644595	ERR6004035	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004035/ERR6004035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004035/ERR6004035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004035/MiS_B2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004035/MiS_B2_1_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644596	ERR6004036	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004036/ERR6004036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004036/ERR6004036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004036/MiS_B2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004036/MiS_B2_2_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644597	ERR6004037	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004037/ERR6004037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004037/ERR6004037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004037/MiS_B2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004037/MiS_B2_3_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644598	ERR6004038	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004038/ERR6004038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004038/ERR6004038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004038/MiS_B3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004038/MiS_B3_1_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644599	ERR6004039	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004039/ERR6004039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004039/ERR6004039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004039/MiS_B3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004039/MiS_B3_2_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644600	ERR6004040	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004040/ERR6004040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004040/ERR6004040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004040/MiS_B3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004040/MiS_B3_3_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644601	ERR6004041	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004041/ERR6004041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004041/ERR6004041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004041/MiS_B4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004041/MiS_B4_1_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644602	ERR6004042	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004042/ERR6004042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004042/ERR6004042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004042/MIS_B4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004042/MIS_B4_2_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644603	ERR6004043	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004043/ERR6004043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004043/ERR6004043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004043/MIS_B4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004043/MIS_B4_3_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644604	ERR6004044	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004044/ERR6004044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004044/ERR6004044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004044/MGI_B_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004044/MGI_B_R2_1.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644605	ERR6004045	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004045/ERR6004045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004045/ERR6004045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004045/MGI_B_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004045/MGI_B_R2_2.fastq.gz	
PRJEB45207	SAMEA8898620	ERX5644606	ERR6004046	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004046/ERR6004046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004046/ERR6004046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004046/MGI_B_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004046/MGI_B_R2_3.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644607	ERR6004047	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004047/ERR6004047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004047/ERR6004047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004047/MIS_C1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004047/MIS_C1_1_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644608	ERR6004048	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004048/ERR6004048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004048/ERR6004048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004048/MIS_C1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004048/MIS_C1_2_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644609	ERR6004049	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004049/ERR6004049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004049/ERR6004049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004049/MIS_C1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004049/MIS_C1_3_2.fastq.gz	
